Vardas              Pavarde             Vid.                Med.                
Eugenijus           Urbonas             3.4                 3.4                 
Eugeniusas          Jankauskas          3.6                 3.6                 
Eugeniusas          Paulauskas          2.6                 2.6                 
Eugeniusas          Stankevicius        4.2                 4.2                 
Eugeniusas          Jankauskas          4.4                 4.4                 
Eugeniusas          Pocius              3.4                 3.4                 
Eugeniusas          Pocius              4.6                 4.6                 
Eugeniusas          zukauskas           4.6                 4.6                 
Evaldas             Petrauskas          4.4                 4.4                 
Evaldas             Butkus              4.2                 4.2                 
Evaldas             Butkus              4.4                 4.4                 
Evaldas             Kazlaukas           3.8                 3.8                 
Fabijus             Butkus              4.4                 4.4                 
Fabijus             Vasiliauskas        3.2                 3.2                 
Fabijus             Kateiva             2.8                 2.8                 
Fabijus             zukauskas           2.8                 2.8                 
Fabijus             Jankauskas          3.8                 3.8                 
Fabijus             Butkus              4                   4                   
Faustas             zukauskas           2.6                 2.6                 
Faustas             Pocius              2.8                 2.8                 
Faustas             Stankevicius        4.8                 4.8                 
Fedoras             Stankevicius        1.4                 1.4                 
Fedoras             Petrauskas          3.4                 3.4                 
Fedoras             Vasiliauskas        4.8                 4.8                 
Fedoras             Kavaliauskas        3.2                 3.2                 
Fedoras             Kavaliauskas        1.6                 1.6                 
Fedoras             Kazlaukas           3                   3                   
Fedoras             Kateiva             3.8                 3.8                 
Felicijonas         Vasiliauskas        1.4                 1.4                 
Felicijonas         Pocius              2.8                 2.8                 
Felicijonas         zukauskas           2.6                 2.6                 
Felicijonas         Stankevicius        2.4                 2.4                 
Felicijonas         Vasiliauskas        3.8                 3.8                 
Felicijus           Petrauskas          4.6                 4.6                 
Felicijus           Kazlaukas           4                   4                   
Felicijus           zukauskas           3.8                 3.8                 
Felicijus           Stankevicius        3.2                 3.2                 
Felicijus           Pocius              3.6                 3.6                 
Feliksas            zukauskas           2.6                 2.6                 
Feliksas            Paulauskas          1.6                 1.6                 
Feliksas            Kateiva             4.2                 4.2                 
Feliksas            Pocius              3.4                 3.4                 
Feliksas            Petrauskas          1.4                 1.4                 
Feliksas            Jankauskas          4.8                 4.8                 
Ferdinandas         Paulauskas          2.2                 2.2                 
Ferdinandas         Kateiva             3.4                 3.4                 
Ferdinandas         Kateiva             3.4                 3.4                 
Ferdinandas         zukauskas           2.4                 2.4                 
Ferdinandas         Kateiva             2                   2                   
Filipas             Baranauskas         3.4                 3.4                 
Filipas             Stankevicius        4.6                 4.6                 
Filipas             Baranauskas         4                   4                   
Filipas             Jankauskas          4                   4                   
Fiodoras            zukauskas           4                   4                   
Fiodoras            Kazlaukas           4.4                 4.4                 
Fiodoras            Urbonas             4                   4                   
Fiodoras            Baranauskas         3.8                 3.8                 
Fiodoras            Vasiliauskas        3.6                 3.6                 
Flavijus            Kavaliauskas        4.4                 4.4                 
Flavijus            Butkus              4.6                 4.6                 
Flavijus            Petrauskas          3                   3                   
Flavijus            zukauskas           3.8                 3.8                 
Flavijus            zukauskas           4.8                 4.8                 
Flavijus            Sakalauskas         4.4                 4.4                 
Flavijus            Jankauskas          3.4                 3.4                 
Florijonas          Baranauskas         3.6                 3.6                 
Florijonas          Butkus              3.6                 3.6                 
Florijonas          Kavaliauskas        3.8                 3.8                 
Florijonas          Baranauskas         4.4                 4.4                 
Florijonas          Stankevicius        4.2                 4.2                 
Foma                Paulauskas          4.8                 4.8                 
Foma                Butkus              2                   2                   
Francas             Sakalauskas         2.8                 2.8                 
Francas             Kazlaukas           4.6                 4.6                 
Francas             Butkus              3.4                 3.4                 
Francas             Kateiva             4                   4                   
Francas             zukauskas           4                   4                   
Francisekas         Urbonas             1.4                 1.4                 
Francisekas         Pocius              3.4                 3.4                 
Fredas              Sakalauskas         3.4                 3.4                 
Fredas              Urbonas             4.2                 4.2                 
Fredas              Kazlaukas           4                   4                   
Fredas              Stankevicius        2.2                 2.2                 
Fredas              zukauskas           1                   1                   
Fredas              Kateiva             4                   4                   
Fridrikas           Urbonas             2.4                 2.4                 
Fridrikas           Kavaliauskas        3.2                 3.2                 
Gabrielis           Sakalauskas         2.8                 2.8                 
Gabrielius          Sakalauskas         3.4                 3.4                 
Gabrielius          Paulauskas          2                   2                   
Gabrielius          Urbonas             2.8                 2.8                 
Gabrielius          Kavaliauskas        3.6                 3.6                 
Gailimantas         Jankauskas          3.8                 3.8                 
Gailimantas         Petrauskas          2.6                 2.6                 
Gailimantas         Kazlaukas           4.6                 4.6                 
Gailimantas         Jankauskas          3.4                 3.4                 
Gailimantas         Vasiliauskas        2.2                 2.2                 
Gailimantas         Kavaliauskas        3.2                 3.2                 
Gailius             zukauskas           4.8                 4.8                 
Gailius             Kazlaukas           3.8                 3.8                 
Gailius             Baranauskas         4.8                 4.8                 
Gailius             Kateiva             2.6                 2.6                 
Gailius             Baranauskas         4.2                 4.2                 
Gailius             Kateiva             2                   2                   
Gailius             Jankauskas          4                   4                   
Gailius             Paulauskas          4                   4                   
Galmantas           Petrauskas          3.8                 3.8                 
Galmantas           Sakalauskas         2                   2                   
Galmantas           Kazlaukas           4.6                 4.6                 
Galmantas           Stankevicius        3.4                 3.4                 
Galmantas           Kazlaukas           4.8                 4.8                 
Gasparas            Paulauskas          4.4                 4.4                 
Gasparas            Baranauskas         1.6                 1.6                 
Gaudenis            Butkus              3.8                 3.8                 
Gaudenis            Petrauskas          3.6                 3.6                 
Gaudenis            Petrauskas          2.6                 2.6                 
Gaudenis            Paulauskas          2.8                 2.8                 
Gaudenis            Baranauskas         2.4                 2.4                 
Gaudrimas           Jankauskas          2.6                 2.6                 
Gaudrimas           Vasiliauskas        2.4                 2.4                 
Gaudrimas           Pocius              3.8                 3.8                 
Gaudrimas           Paulauskas          4                   4                   
Gaudvydas           Stankevicius        3.8                 3.8                 
Gaudvydas           Baranauskas         4.6                 4.6                 
Gavrila             Kazlaukas           1.4                 1.4                 
Gavrila             zukauskas           3.8                 3.8                 
Gavrila             Kateiva             3.4                 3.4                 
Gavrila             Paulauskas          3.4                 3.4                 
Gavrila             Kateiva             3.4                 3.4                 
Gavrila             Petrauskas          1.4                 1.4                 
Gavrilas            Kazlaukas           2.8                 2.8                 
Gavrilas            Kazlaukas           4.8                 4.8                 
Gavrilas            Petrauskas          4                   4                   
Gavrilas            Urbonas             3                   3                   
Gavrilas            Kazlaukas           4                   4                   
Gavrilas            Butkus              3.8                 3.8                 
Gavrilas            Kazlaukas           2.4                 2.4                 
Gavrilas            Jankauskas          4.4                 4.4                 
Gedgaudas           Paulauskas          4                   4                   
Gedgaudas           Stankevicius        3                   3                   
Gedgaudas           Pocius              3                   3                   
Gedgaudas           Kavaliauskas        3                   3                   
Gediminas           Urbonas             3.6                 3.6                 
Gediminas           Vasiliauskas        2                   2                   
Gediminas           Paulauskas          4.6                 4.6                 
Gediminas           Vasiliauskas        4                   4                   
Gediminas           Stankevicius        3                   3                   
Gedmantas           Stankevicius        3.8                 3.8                 
Gedmantas           Kavaliauskas        2.8                 2.8                 
Gedmantas           Kavaliauskas        4.8                 4.8                 
Gedmantas           Jankauskas          4.2                 4.2                 
Gedmantas           Jankauskas          2.6                 2.6                 
Gedmas              Petrauskas          3.2                 3.2                 
Gedmas              Petrauskas          4.2                 4.2                 
Gedmas              zukauskas           4.6                 4.6                 
Gedmas              Kazlaukas           2.8                 2.8                 
Gedmas              Kateiva             4.2                 4.2                 
Gedmas              Pocius              3.8                 3.8                 
Gedmas              Petrauskas          2.6                 2.6                 
Gedminas            Pocius              2                   2                   
Gedminas            zukauskas           4.6                 4.6                 
Gedminas            Vasiliauskas        3.4                 3.4                 
Gedminas            Urbonas             4                   4                   
Gedminas            Jankauskas          4.8                 4.8                 
Gedvaldas           Pocius              4.8                 4.8                 
Gedvaldas           Butkus              2.8                 2.8                 
Gedvaldas           Baranauskas         4.8                 4.8                 
Gedvaldas           Sakalauskas         4.8                 4.8                 
Gedvaldas           Paulauskas          4.6                 4.6                 
Gedvilas            Butkus              1                   1                   
Gedvilas            Stankevicius        4.2                 4.2                 
Gedvilas            Kazlaukas           4.6                 4.6                 
Gedvilas            Jankauskas          3.8                 3.8                 
Gedvydas            Vasiliauskas        2.6                 2.6                 
Gedvydas            Kazlaukas           4.4                 4.4                 
Gedvydas            Sakalauskas         4.4                 4.4                 
Gedvydas            zukauskas           2.6                 2.6                 
Gedvydas            Sakalauskas         4.2                 4.2                 
Gedvydas            zukauskas           3.6                 3.6                 
Gedvydas            Urbonas             4.6                 4.6                 
Geivydas            Kavaliauskas        3.4                 3.4                 
Geivydas            Jankauskas          2.6                 2.6                 
Geivydas            Sakalauskas         2.4                 2.4                 
Geivydas            Sakalauskas         4.8                 4.8                 
Geivydas            Butkus              4.2                 4.2                 
Geivydas            Butkus              1                   1                   
Geivydas            Kazlaukas           3.8                 3.8                 
Genadijus           Paulauskas          3.8                 3.8                 
Genadijus           Baranauskas         3.8                 3.8                 
Genadijus           Petrauskas          4.2                 4.2                 
Genadijus           Petrauskas          2.4                 2.4                 
Genadijus           Petrauskas          4.4                 4.4                 
Genadijus           Paulauskas          4.6                 4.6                 
Gendrius            Butkus              4.2                 4.2                 
Gendrius            Stankevicius        2.8                 2.8                 
Gendrius            Paulauskas          3.8                 3.8                 
Gendrius            Pocius              4.8                 4.8                 
Gendrius            Kavaliauskas        2.2                 2.2                 
Gendrius            Butkus              1.4                 1.4                 
Genrichas           Paulauskas          1.4                 1.4                 
Georgijus           Stankevicius        2.2                 2.2                 
Georgijus           Jankauskas          1.8                 1.8                 
Georgijus           Baranauskas         4.6                 4.6                 
Georgijus           Kavaliauskas        4.6                 4.6                 
Georgijus           zukauskas           4.2                 4.2                 
Georgijus           Pocius              4.8                 4.8                 
Geraldas            Jankauskas          1                   1                   
Geraldas            Vasiliauskas        3.8                 3.8                 
Geraldas            Urbonas             4                   4                   
Gerardas            Stankevicius        3                   3                   
Gerardas            Kazlaukas           2.8                 2.8                 
Gerardas            Kavaliauskas        3                   3                   
Gerardas            zukauskas           1                   1                   
Gerardas            Kavaliauskas        1.6                 1.6                 
Gerardas            Vasiliauskas        4.6                 4.6                 
Gerdas              Jankauskas          3.6                 3.6                 
Gerdas              Sakalauskas         3.8                 3.8                 
Gerdas              Petrauskas          4.8                 4.8                 
Gerdas              Kateiva             3                   3                   
Gerdas              Vasiliauskas        4                   4                   
Gerdas              Baranauskas         4                   4                   
Gerdas              Paulauskas          1                   1                   
Gerdas              Sakalauskas         3.8                 3.8                 
Gerdas              Stankevicius        4                   4                   
Gerimantas          Jankauskas          2.2                 2.2                 
Gerimantas          zukauskas           3.4                 3.4                 
Gerimantas          Jankauskas          3.6                 3.6                 
Gerimantas          Stankevicius        4.2                 4.2                 
Germanas            Kazlaukas           3.8                 3.8                 
Germanas            Sakalauskas         2.6                 2.6                 
Germanas            Petrauskas          1.4                 1.4                 
Germanas            Paulauskas          4                   4                   
Germanas            Urbonas             2.2                 2.2                 
Germanas            Sakalauskas         4                   4                   
Germantas           zukauskas           1.4                 1.4                 
Germantas           Vasiliauskas        3.8                 3.8                 
Germantas           Sakalauskas         4.6                 4.6                 
Germantas           Petrauskas          4.6                 4.6                 
Germantas           Paulauskas          4.6                 4.6                 
Germantas           Urbonas             2                   2                   
Gerutis             Urbonas             2.2                 2.2                 
Gerutis             Stankevicius        4.4                 4.4                 
Gervydas            Paulauskas          2.4                 2.4                 
Gervydas            Sakalauskas         4                   4                   
Gervydas            zukauskas           4.2                 4.2                 
Gervydas            Urbonas             3.8                 3.8                 
Gervydas            Butkus              4.6                 4.6                 
Giedrius            Butkus              2.6                 2.6                 
Giedrius            Sakalauskas         4.4                 4.4                 
Giedrius            Kavaliauskas        3.8                 3.8                 
Giedrius            Kateiva             4.2                 4.2                 
Gilbertas           Sakalauskas         2                   2                   
Gintaras            Petrauskas          4.6                 4.6                 
Gintaras            Stankevicius        3.4                 3.4                 
Gintaras            Kateiva             4.2                 4.2                 
Gintas              Baranauskas         4.4                 4.4                 
Gintas              Butkus              4.4                 4.4                 
Gintas              Kateiva             3.6                 3.6                 
Gintas              Stankevicius        3.8                 3.8                 
Gintas              Sakalauskas         1.8                 1.8                 
Gintautas           Vasiliauskas        2                   2                   
Gintautas           Butkus              4.6                 4.6                 
Gintis              Kavaliauskas        4.8                 4.8                 
Gintis              Butkus              4.8                 4.8                 
Gintis              Sakalauskas         3.8                 3.8                 
Gintis              Vasiliauskas        3.2                 3.2                 
Girenas             Kazlaukas           1.6                 1.6                 
Girenas             Petrauskas          3.8                 3.8                 
Girenas             Vasiliauskas        4.4                 4.4                 
Girenas             Petrauskas          1.4                 1.4                 
Girenas             Vasiliauskas        1.6                 1.6                 
Girius              Vasiliauskas        4.8                 4.8                 
Girius              Pocius              4.4                 4.4                 
Girius              zukauskas           3.6                 3.6                 
Girius              Urbonas             4.6                 4.6                 
Girmantas           Jankauskas          4                   4                   
Girmantas           Kazlaukas           4.2                 4.2                 
Girmantas           Butkus              2.2                 2.2                 
Girmantas           Baranauskas         3                   3                   
Girmantas           Baranauskas         3.6                 3.6                 
Girvydas            Stankevicius        2.6                 2.6                 
Girvydas            Sakalauskas         2.4                 2.4                 
Girvydas            Urbonas             4.6                 4.6                 
Girvydas            Kazlaukas           2.2                 2.2                 
Girvydas            Butkus              2.8                 2.8                 
Girvydas            zukauskas           3.2                 3.2                 
Girvydas            Petrauskas          1                   1                   
Girvydas            Kazlaukas           2.4                 2.4                 
Girvydas            Jankauskas          4.4                 4.4                 
Gitanas             Kazlaukas           3.2                 3.2                 
Gitanas             Pocius              3.4                 3.4                 
Gitanas             Kazlaukas           3.4                 3.4                 
Gordejus            Pocius              2.2                 2.2                 
Gordejus            zukauskas           4.6                 4.6                 
Gotfridas           Kazlaukas           3.8                 3.8                 
Gotfridas           Sakalauskas         4.6                 4.6                 
Gotfridas           Jankauskas          3                   3                   
Gracijonas          zukauskas           3.4                 3.4                 
Gracijonas          Urbonas             4                   4                   
Gracijus            Kavaliauskas        4.4                 4.4                 
Gracijus            Jankauskas          4.6                 4.6                 
Gracijus            Jankauskas          3.8                 3.8                 
Gracijus            Baranauskas         4                   4                   
Gracijus            Butkus              3.8                 3.8                 
Gracijus            Baranauskas         2.8                 2.8                 
Grazvydas           Kazlaukas           4.4                 4.4                 
Grazvydas           Vasiliauskas        2.2                 2.2                 
Grazvydas           Stankevicius        3.8                 3.8                 
Grazvydas           Vasiliauskas        2                   2                   
Grazvydas           Urbonas             2.6                 2.6                 
Grigalius           Kazlaukas           2.2                 2.2                 
Grigalius           Petrauskas          3.2                 3.2                 
Grigalius           Paulauskas          4                   4                   
Grigalius           Paulauskas          4.6                 4.6                 
Grigas              zukauskas           4.2                 4.2                 
Grigas              Stankevicius        4.6                 4.6                 
Grigas              Baranauskas         1.8                 1.8                 
Grigas              Urbonas             4                   4                   
Grigorijus          Sakalauskas         4.2                 4.2                 
Grigorijus          Urbonas             2.8                 2.8                 
Grigorijus          Jankauskas          4.8                 4.8                 
Grigorijus          Baranauskas         3.2                 3.2                 
Grigorijus          Paulauskas          3.4                 3.4                 
Grigorijus          Urbonas             3.2                 3.2                 
Grigorijus          Baranauskas         4.2                 4.2                 
Grigorijus          Butkus              4.4                 4.4                 
Gunaras             Sakalauskas         3.8                 3.8                 
Gunaras             Kazlaukas           3.4                 3.4                 
Gunaras             Pocius              3.8                 3.8                 
Gunaras             Vasiliauskas        3.2                 3.2                 
Gunaras             Vasiliauskas        3.2                 3.2                 
Gunaras             Kateiva             2.8                 2.8                 
Gunaras             Butkus              2.6                 2.6                 
Gunaras             Kateiva             4.8                 4.8                 
Gunaras             Jankauskas          3                   3                   
Gunaras             Urbonas             2                   2                   
Gustas              Petrauskas          4.6                 4.6                 
Gustas              zukauskas           3.8                 3.8                 
Gustas              Butkus              3.2                 3.2                 
Gustas              Kateiva             2                   2                   
Gustas              Pocius              1.4                 1.4                 
Gustavas            Sakalauskas         2.6                 2.6                 
Gustavas            Petrauskas          3.6                 3.6                 
Gustavas            zukauskas           1.6                 1.6                 
Gustavas            Jankauskas          4.8                 4.8                 
Gustis              Petrauskas          2.8                 2.8                 
Gustis              Baranauskas         4.2                 4.2                 
Gustis              Paulauskas          3.4                 3.4                 
Gustis              Baranauskas         3.4                 3.4                 
Gustis              Petrauskas          4.6                 4.6                 
Gvidas              Kazlaukas           3.4                 3.4                 
Gvidas              Kateiva             2.8                 2.8                 
Gvidas              Jankauskas          1.8                 1.8                 
Gvidas              zukauskas           3                   3                   
Gvidas              Stankevicius        3.6                 3.6                 
Gvidas              Stankevicius        4.4                 4.4                 
Gvidas              Baranauskas         2.2                 2.2                 
Gvidonas            Sakalauskas         2.6                 2.6                 
Gvidonas            Sakalauskas         4.8                 4.8                 
Gytautas            Baranauskas         2.4                 2.4                 
Gytis               Urbonas             3.4                 3.4                 
Gytis               Butkus              3.4                 3.4                 
Gytis               Jankauskas          3.6                 3.6                 
Gytis               zukauskas           2.2                 2.2                 
Gytis               Jankauskas          4.4                 4.4                 
Gytis               Urbonas             2.2                 2.2                 
Gytis               Petrauskas          3                   3                   
Gytis               Paulauskas          4                   4                   
Gytis               Kavaliauskas        2.2                 2.2                 
Haraldas            Urbonas             3.8                 3.8                 
Haraldas            Paulauskas          4.2                 4.2                 
Haraldas            Urbonas             2.8                 2.8                 
Haraldas            Urbonas             4.6                 4.6                 
Haraldas            Stankevicius        1.6                 1.6                 
Haraldas            zukauskas           3.8                 3.8                 
Haris               Kateiva             4.6                 4.6                 
Haris               Butkus              4.2                 4.2                 
Haris               Petrauskas          1.4                 1.4                 
Haris               Paulauskas          3.4                 3.4                 
Haris               Butkus              4.4                 4.4                 
Haris               Sakalauskas         3                   3                   
Haris               Jankauskas          3                   3                   
Haroldas            Petrauskas          3.2                 3.2                 
Hektoras            Butkus              4.2                 4.2                 
Hektoras            Butkus              4.6                 4.6                 
Hektoras            Pocius              2.4                 2.4                 
Hektoras            Paulauskas          4.8                 4.8                 
Hektoras            Urbonas             3.8                 3.8                 
Hektoras            Stankevicius        4.6                 4.6                 
Helmutas            Sakalauskas         4.4                 4.4                 
Helmutas            Stankevicius        4.2                 4.2                 
Helmutas            Stankevicius        4.6                 4.6                 
Helmutas            zukauskas           4                   4                   
Henrikas            Kavaliauskas        3.6                 3.6                 
Henrikas            Jankauskas          4.4                 4.4                 
Henrikas            Kavaliauskas        2.2                 2.2                 
Henrikas            Vasiliauskas        2.6                 2.6                 
Henris              Butkus              4.6                 4.6                 
Henris              Petrauskas          4.4                 4.4                 
Henris              Pocius              4.6                 4.6                 
Henris              Vasiliauskas        3                   3                   
Henris              Petrauskas          3.2                 3.2                 
Henris              Vasiliauskas        2.6                 2.6                 
Herbertas           Baranauskas         1.6                 1.6                 
Herbertas           Paulauskas          1.6                 1.6                 
Herbertas           Stankevicius        4.6                 4.6                 
Herbertas           Kavaliauskas        4.2                 4.2                 
Herbertas           Stankevicius        4.4                 4.4                 
Herbertas           Urbonas             2.8                 2.8                 
Herbertas           Sakalauskas         1.6                 1.6                 
Herbertas           Sakalauskas         2.8                 2.8                 
Herbertas           Baranauskas         2                   2                   
Herbertas           Stankevicius        2                   2                   
Herkus              Kazlaukas           3.6                 3.6                 
Herkus              Baranauskas         3                   3                   
Herkus              Pocius              4.8                 4.8                 
Hermanas            Paulauskas          4.6                 4.6                 
Hermanas            Kazlaukas           3.8                 3.8                 
Hermanas            Petrauskas          4.4                 4.4                 
Hermanas            Sakalauskas         2.8                 2.8                 
Hermanas            Stankevicius        4                   4                   
Hilarijus           Butkus              3.6                 3.6                 
Hilarijus           Kavaliauskas        3.8                 3.8                 
Hilarijus           Kavaliauskas        3                   3                   
Hilarijus           Sakalauskas         3.6                 3.6                 
Hilarijus           Paulauskas          2.6                 2.6                 
Hilarijus           Urbonas             4.8                 4.8                 
Hilarijus           Kazlaukas           3.2                 3.2                 
Hilarijus           Jankauskas          4.6                 4.6                 
Horacijus           zukauskas           4.8                 4.8                 
Horacijus           Kateiva             4.4                 4.4                 
Horacijus           Urbonas             1.8                 1.8                 
Horstas             Stankevicius        4.6                 4.6                 
Horstas             Pocius              4.8                 4.8                 
Hubertas            Kateiva             3.8                 3.8                 
Hubertas            Stankevicius        3                   3                   
Ignacas             Kazlaukas           3.2                 3.2                 
Ignacas             Pocius              3.6                 3.6                 
Ignacas             Vasiliauskas        3.6                 3.6                 
Ignacas             zukauskas           4.2                 4.2                 
Ignacas             Butkus              2.4                 2.4                 
Ignacas             Kavaliauskas        4.2                 4.2                 
Ignacas             Paulauskas          1.8                 1.8                 
Ignacas             Urbonas             4.4                 4.4                 
Ignas               Vasiliauskas        2.6                 2.6                 
Ignas               zukauskas           2.2                 2.2                 
Ignas               Jankauskas          4.6                 4.6                 
Ignotas             Kazlaukas           4.6                 4.6                 
Ignotas             Urbonas             3                   3                   
Ignotas             Kateiva             4.8                 4.8                 
Ignotas             Petrauskas          4.8                 4.8                 
Ignotas             Stankevicius        1                   1                   
Ignotas             Kateiva             4.8                 4.8                 
Igoris              Butkus              4.8                 4.8                 
Ilja                Urbonas             2.2                 2.2                 
Ilja                Pocius              2.2                 2.2                 
Ilja                Stankevicius        3.8                 3.8                 
Imantas             Jankauskas          2.6                 2.6                 
Imantas             Petrauskas          2.6                 2.6                 
Imantas             Baranauskas         4.2                 4.2                 
Imantas             Butkus              4.8                 4.8                 
Imantas             Petrauskas          4                   4                   
Indrius             Stankevicius        3.2                 3.2                 
Indrius             Paulauskas          3.2                 3.2                 
Indrius             Sakalauskas         2.6                 2.6                 
Indrius             Paulauskas          3.2                 3.2                 
Indrius             Butkus              4                   4                   
Ingvaras            Jankauskas          1                   1                   
Ingvaras            Stankevicius        1.4                 1.4                 
Ingvaras            Baranauskas         2.2                 2.2                 
Ingvaras            Kateiva             1.4                 1.4                 
Ingvaras            Urbonas             4.6                 4.6                 
Ingvaras            Butkus              4.4                 4.4                 
Ingvaras            Jankauskas          4.2                 4.2                 
Ingvaras            Kavaliauskas        1.4                 1.4                 
Ingvaras            Paulauskas          1                   1                   
Ingvaras            Baranauskas         2.4                 2.4                 
Inocentas           zukauskas           4                   4                   
Inocentas           Petrauskas          4.4                 4.4                 
Inocentas           Kazlaukas           3.8                 3.8                 
Inocentas           Vasiliauskas        1                   1                   
Inocentas           Pocius              1.8                 1.8                 
Ipolitas            Urbonas             2.4                 2.4                 
Ipolitas            Baranauskas         1                   1                   
Ipolitas            Jankauskas          3.2                 3.2                 
Irenijus            Kavaliauskas        2.8                 2.8                 
Irenijus            Paulauskas          3.6                 3.6                 
Irmantas            Urbonas             2.2                 2.2                 
Irmantas            Jankauskas          3.6                 3.6                 
Irmantas            Stankevicius        2.6                 2.6                 
Irmantas            Stankevicius        4                   4                   
Irmantas            Butkus              4.2                 4.2                 
Irmantas            Kavaliauskas        1.8                 1.8                 
Irtautas            Pocius              2.6                 2.6                 
Irtautas            Paulauskas          2.6                 2.6                 
Irtautas            Kateiva             3.2                 3.2                 
Irvydas             Petrauskas          4                   4                   
Irvydas             Vasiliauskas        1.6                 1.6                 
Irvydas             Kateiva             4.2                 4.2                 
Irvydas             Sakalauskas         4                   4                   
Irvydas             Urbonas             3.8                 3.8                 
Irvydas             Kavaliauskas        4                   4                   
Isaakas             Urbonas             4.8                 4.8                 
Isaakas             Kazlaukas           1.8                 1.8                 
Isaakas             Jankauskas          2.6                 2.6                 
Isaakas             Jankauskas          1.8                 1.8                 
Isaakas             Vasiliauskas        4.4                 4.4                 
Isakas              zukauskas           1                   1                   
Isakas              Butkus              3.8                 3.8                 
Isakas              zukauskas           2.2                 2.2                 
Ivanas              Vasiliauskas        4.6                 4.6                 
Ivanas              Pocius              4.4                 4.4                 
Ivanas              Sakalauskas         4                   4                   
Ivanas              Vasiliauskas        3.8                 3.8                 
Ivanas              zukauskas           2.4                 2.4                 
Izidorius           Kavaliauskas        2.4                 2.4                 
Izidorius           Stankevicius        2.6                 2.6                 
Izidorius           Petrauskas          4                   4                   
Izidorius           Butkus              3.8                 3.8                 
Izidorius           Jankauskas          3                   3                   
Izidorius           Butkus              4.4                 4.4                 
Izoldas             Paulauskas          4.8                 4.8                 
Izoldas             Pocius              3.8                 3.8                 
Izoldas             Pocius              4.6                 4.6                 
Izoldas             Sakalauskas         4.2                 4.2                 
Izoldas             Urbonas             1                   1                   
Izoldas             zukauskas           4.2                 4.2                 
Jacekas             Urbonas             4.6                 4.6                 
Jacekas             Sakalauskas         4.8                 4.8                 
Jacekas             Kavaliauskas        1.8                 1.8                 
Jakovas             Baranauskas         4.2                 4.2                 
Jakovas             Kazlaukas           4                   4                   
Jakovas             zukauskas           3                   3                   
Jakubas             Kateiva             3.2                 3.2                 
Jakubas             Butkus              3.2                 3.2                 
Jakubas             Paulauskas          4.4                 4.4                 
Jakubas             Petrauskas          4.6                 4.6                 
Janas               Kavaliauskas        4.2                 4.2                 
Janas               Butkus              3.2                 3.2                 
Janas               Kazlaukas           3.4                 3.4                 
Janas               Kateiva             3.4                 3.4                 
Janas               Kazlaukas           4.8                 4.8                 
Janas               Paulauskas          3.4                 3.4                 
Janas               Urbonas             2.6                 2.6                 
Janis               Baranauskas         3.4                 3.4                 
Janis               Stankevicius        4.4                 4.4                 
Janis               Butkus              3.4                 3.4                 
Janis               Vasiliauskas        4.6                 4.6                 
Janis               Urbonas             4.2                 4.2                 
